filename,true_class,true_label,anomaly_score,pred_label,box_x1,box_y1,box_x2,box_y2
good/000.png,good,NORMAL,0.27652034163475037,NORMAL,,,,
good/001.png,good,NORMAL,0.3379059433937073,NORMAL,,,,
good/002.png,good,NORMAL,0.3113643527030945,NORMAL,,,,
good/003.png,good,NORMAL,0.28801238536834717,NORMAL,,,,
good/004.png,good,NORMAL,0.2851637601852417,NORMAL,,,,
good/005.png,good,NORMAL,0.28017616271972656,NORMAL,,,,
good/006.png,good,NORMAL,0.3147025406360626,NORMAL,,,,
good/007.png,good,NORMAL,0.3173242211341858,NORMAL,,,,
good/008.png,good,NORMAL,0.29074224829673767,NORMAL,,,,
good/009.png,good,NORMAL,0.35757678747177124,NORMAL,,,,
good/010.png,good,NORMAL,0.3002602159976959,NORMAL,,,,
good/011.png,good,NORMAL,0.27954691648483276,NORMAL,,,,
good/012.png,good,NORMAL,0.2891153395175934,NORMAL,,,,
good/013.png,good,NORMAL,0.2553098499774933,NORMAL,,,,
good/014.png,good,NORMAL,0.2836192548274994,NORMAL,,,,
good/015.png,good,NORMAL,0.3339162766933441,NORMAL,,,,
good/016.png,good,NORMAL,0.3282526135444641,NORMAL,,,,
good/017.png,good,NORMAL,0.2892509996891022,NORMAL,,,,
good/018.png,good,NORMAL,0.2873378098011017,NORMAL,,,,
good/019.png,good,NORMAL,0.3213815689086914,NORMAL,,,,
broken_large/000.png,broken_large,DEFECT,0.8161994218826294,DEFECT,73.0,60.0,211.0,223.0
broken_large/001.png,broken_large,DEFECT,0.8042341470718384,DEFECT,19.0,91.0,195.0,206.0
broken_large/002.png,broken_large,DEFECT,0.7817974090576172,DEFECT,23.0,21.0,210.0,167.0
broken_large/003.png,broken_large,DEFECT,0.8621547818183899,DEFECT,0.0,11.0,184.0,223.0
broken_large/004.png,broken_large,DEFECT,0.8632658123970032,DEFECT,27.0,34.0,112.0,129.0
broken_large/005.png,broken_large,DEFECT,0.7348219752311707,DEFECT,133.0,43.0,204.0,143.0
broken_large/006.png,broken_large,DEFECT,0.872256875038147,DEFECT,14.0,5.0,188.0,166.0
broken_large/007.png,broken_large,DEFECT,0.7618706226348877,DEFECT,20.0,65.0,202.0,213.0
broken_large/008.png,broken_large,DEFECT,0.8287936449050903,DEFECT,35.0,67.0,211.0,218.0
broken_large/009.png,broken_large,DEFECT,0.7488782405853271,DEFECT,81.0,27.0,202.0,159.0
broken_large/010.png,broken_large,DEFECT,0.8326826095581055,DEFECT,16.0,26.0,135.0,200.0
broken_large/011.png,broken_large,DEFECT,0.6877976059913635,DEFECT,52.0,120.0,190.0,196.0
broken_large/012.png,broken_large,DEFECT,0.8169715404510498,DEFECT,101.0,30.0,205.0,166.0
broken_large/013.png,broken_large,DEFECT,0.7765887975692749,DEFECT,56.0,21.0,211.0,190.0
broken_large/014.png,broken_large,DEFECT,0.8111680746078491,DEFECT,34.0,113.0,113.0,191.0
broken_large/015.png,broken_large,DEFECT,0.839976966381073,DEFECT,99.0,59.0,205.0,202.0
broken_large/016.png,broken_large,DEFECT,0.7675094604492188,DEFECT,45.0,33.0,211.0,201.0
broken_large/017.png,broken_large,DEFECT,0.8181496858596802,DEFECT,17.0,25.0,184.0,181.0
broken_large/018.png,broken_large,DEFECT,0.8391314744949341,DEFECT,20.0,30.0,157.0,210.0
broken_large/019.png,broken_large,DEFECT,0.7959439754486084,DEFECT,84.0,35.0,212.0,207.0
broken_small/000.png,broken_small,DEFECT,0.6044239401817322,DEFECT,48.0,133.0,73.0,162.0
broken_small/001.png,broken_small,DEFECT,0.7757644653320312,DEFECT,35.0,54.0,80.0,114.0
broken_small/002.png,broken_small,DEFECT,0.8060200214385986,DEFECT,133.0,46.0,198.0,131.0
broken_small/003.png,broken_small,DEFECT,0.7760785818099976,DEFECT,41.0,119.0,187.0,200.0
broken_small/004.png,broken_small,DEFECT,0.8701893091201782,DEFECT,39.0,129.0,112.0,196.0
broken_small/005.png,broken_small,DEFECT,0.6659567356109619,DEFECT,53.0,149.0,99.0,192.0
broken_small/006.png,broken_small,DEFECT,0.7888998985290527,DEFECT,84.0,28.0,160.0,74.0
