filename,true_class,true_label,anomaly_score,pred_label,box_x1,box_y1,box_x2,box_y2
good/000.png,good,NORMAL,0.2817036509513855,NORMAL,,,,
good/001.png,good,NORMAL,0.36470139026641846,NORMAL,,,,
good/002.png,good,NORMAL,0.3100782036781311,NORMAL,,,,
good/003.png,good,NORMAL,0.2853596806526184,NORMAL,,,,
good/004.png,good,NORMAL,0.28423845767974854,NORMAL,,,,
good/005.png,good,NORMAL,0.27941083908081055,NORMAL,,,,
good/006.png,good,NORMAL,0.32017189264297485,NORMAL,,,,
good/007.png,good,NORMAL,0.33494263887405396,NORMAL,,,,
good/008.png,good,NORMAL,0.2942822277545929,NORMAL,,,,
good/009.png,good,NORMAL,0.3596504330635071,NORMAL,,,,
good/010.png,good,NORMAL,0.3088965117931366,NORMAL,,,,
good/011.png,good,NORMAL,0.2829960584640503,NORMAL,,,,
good/012.png,good,NORMAL,0.29463618993759155,NORMAL,,,,
good/013.png,good,NORMAL,0.25444307923316956,NORMAL,,,,
good/014.png,good,NORMAL,0.2864217162132263,NORMAL,,,,
good/015.png,good,NORMAL,0.33975812792778015,NORMAL,,,,
good/016.png,good,NORMAL,0.33171364665031433,NORMAL,,,,
good/017.png,good,NORMAL,0.2685500979423523,NORMAL,,,,
good/018.png,good,NORMAL,0.284997820854187,NORMAL,,,,
good/019.png,good,NORMAL,0.3249719440937042,NORMAL,,,,
broken_large/000.png,broken_large,DEFECT,0.8252986669540405,DEFECT,74.0,59.0,211.0,223.0
broken_large/001.png,broken_large,DEFECT,0.7994586229324341,DEFECT,19.0,90.0,195.0,206.0
broken_large/002.png,broken_large,DEFECT,0.7919270992279053,DEFECT,23.0,21.0,210.0,168.0
broken_large/003.png,broken_large,DEFECT,0.8603132963180542,DEFECT,0.0,11.0,184.0,223.0
broken_large/004.png,broken_large,DEFECT,0.8737406730651855,DEFECT,27.0,34.0,113.0,129.0
broken_large/005.png,broken_large,DEFECT,0.7373760342597961,DEFECT,133.0,43.0,204.0,143.0
broken_large/006.png,broken_large,DEFECT,0.87771075963974,DEFECT,14.0,6.0,188.0,166.0
broken_large/007.png,broken_large,DEFECT,0.7644213438034058,DEFECT,21.0,65.0,203.0,215.0
broken_large/008.png,broken_large,DEFECT,0.8354184627532959,DEFECT,35.0,67.0,211.0,220.0
broken_large/009.png,broken_large,DEFECT,0.7577306032180786,DEFECT,81.0,27.0,202.0,159.0
broken_large/010.png,broken_large,DEFECT,0.8352222442626953,DEFECT,15.0,26.0,136.0,200.0
broken_large/011.png,broken_large,DEFECT,0.689532995223999,DEFECT,51.0,119.0,191.0,196.0
broken_large/012.png,broken_large,DEFECT,0.8209983110427856,DEFECT,101.0,30.0,205.0,167.0
broken_large/013.png,broken_large,DEFECT,0.7801716923713684,DEFECT,55.0,20.0,210.0,191.0
broken_large/014.png,broken_large,DEFECT,0.8232173323631287,DEFECT,34.0,113.0,113.0,192.0
broken_large/015.png,broken_large,DEFECT,0.8440132141113281,DEFECT,99.0,59.0,205.0,203.0
broken_large/016.png,broken_large,DEFECT,0.7708370089530945,DEFECT,45.0,33.0,212.0,201.0
broken_large/017.png,broken_large,DEFECT,0.8173097372055054,DEFECT,17.0,25.0,184.0,181.0
broken_large/018.png,broken_large,DEFECT,0.8390763998031616,DEFECT,20.0,30.0,158.0,210.0
broken_large/019.png,broken_large,DEFECT,0.799666166305542,DEFECT,84.0,35.0,212.0,207.0
broken_small/000.png,broken_small,DEFECT,0.6008671522140503,DEFECT,48.0,134.0,73.0,162.0
broken_small/001.png,broken_small,DEFECT,0.7743784189224243,DEFECT,35.0,54.0,81.0,114.0
broken_small/002.png,broken_small,DEFECT,0.8103022575378418,DEFECT,133.0,45.0,199.0,132.0
broken_small/003.png,broken_small,DEFECT,0.7797775268554688,DEFECT,41.0,117.0,187.0,201.0
broken_small/004.png,broken_small,DEFECT,0.8681538105010986,DEFECT,39.0,129.0,113.0,196.0
broken_small/005.png,broken_small,DEFECT,0.6707720160484314,DEFECT,53.0,149.0,99.0,192.0
broken_small/006.png,broken_small,DEFECT,0.7926108837127686,DEFECT,83.0,27.0,160.0,74.0
broken_small/007.png,broken_small,DEFECT,0.7228859663009644,DEFECT,161.0,79.0,200.0,140.0
broken_small/008.png,broken_small,DEFECT,0.6979983448982239,DEFECT,101.0,142.0,176.0,199.0
broken_small/009.png,broken_small,DEFECT,0.7829073667526245,DEFECT,51.0,151.0,122.0,198.0
broken_small/010.png,broken_small,DEFECT,0.8602988719940186,DEFECT,110.0,34.0,196.0,131.0
broken_small/011.png,broken_small,DEFECT,0.6961101293563843,DEFECT,30.0,98.0,69.0,161.0
broken_small/012.png,broken_small,DEFECT,0.8001490831375122,DEFECT,45.0,132.0,185.0,203.0
broken_small/013.png,broken_small,DEFECT,0.7590835094451904,DEFECT,117.0,29.0,190.0,87.0
broken_small/014.png,broken_small,DEFECT,0.6416574120521545,DEFECT,33.0,106.0,66.0,156.0
broken_small/015.png,broken_small,DEFECT,0.7427098155021667,DEFECT,128.0,41.0,189.0,105.0
broken_small/016.png,broken_small,DEFECT,0.7699517011642456,DEFECT,142.0,48.0,194.0,109.0
broken_small/017.png,broken_small,DEFECT,0.8531848192214966,DEFECT,23.0,62.0,74.0,136.0
broken_small/018.png,broken_small,DEFECT,0.8808286190032959,DEFECT,30.0,100.0,128.0,198.0
broken_small/019.png,broken_small,DEFECT,0.8499618768692017,DEFECT,32.0,107.0,93.0,189.0
broken_small/020.png,broken_small,DEFECT,0.8702426552772522,DEFECT,128.0,103.0,199.0,188.0
broken_small/021.png,broken_small,DEFECT,0.774677038192749,DEFECT,153.0,104.0,197.0,168.0
