filename,true_class,true_label,anomaly_score,pred_label,box_x1,box_y1,box_x2,box_y2
good/000.png,good,NORMAL,0.30338364839553833,NORMAL,,,,
good/001.png,good,NORMAL,0.3784809708595276,NORMAL,,,,
good/002.png,good,NORMAL,0.33835405111312866,NORMAL,,,,
good/003.png,good,NORMAL,0.29783642292022705,NORMAL,,,,
good/004.png,good,NORMAL,0.29586899280548096,NORMAL,,,,
good/005.png,good,NORMAL,0.29782402515411377,NORMAL,,,,
good/006.png,good,NORMAL,0.3401876986026764,NORMAL,,,,
good/007.png,good,NORMAL,0.35734570026397705,NORMAL,,,,
good/008.png,good,NORMAL,0.3147597312927246,NORMAL,,,,
good/009.png,good,NORMAL,0.35780656337738037,NORMAL,,,,
good/010.png,good,NORMAL,0.3257599472999573,NORMAL,,,,
good/011.png,good,NORMAL,0.3140718340873718,NORMAL,,,,
good/012.png,good,NORMAL,0.31647491455078125,NORMAL,,,,
good/013.png,good,NORMAL,0.2828995883464813,NORMAL,,,,
good/014.png,good,NORMAL,0.3069968819618225,NORMAL,,,,
good/015.png,good,NORMAL,0.36533090472221375,NORMAL,,,,
good/016.png,good,NORMAL,0.35306835174560547,NORMAL,,,,
good/017.png,good,NORMAL,0.2984406352043152,NORMAL,,,,
good/018.png,good,NORMAL,0.30528682470321655,NORMAL,,,,
good/019.png,good,NORMAL,0.35416531562805176,NORMAL,,,,
broken_large/000.png,broken_large,DEFECT,0.8397908806800842,DEFECT,74.0,61.0,211.0,223.0
broken_large/001.png,broken_large,DEFECT,0.8184322118759155,DEFECT,19.0,91.0,196.0,206.0
broken_large/002.png,broken_large,DEFECT,0.8151286840438843,DEFECT,23.0,21.0,210.0,167.0
broken_large/003.png,broken_large,DEFECT,0.880699872970581,DEFECT,0.0,12.0,184.0,223.0
broken_large/004.png,broken_large,DEFECT,0.8921416997909546,DEFECT,27.0,34.0,113.0,128.0
broken_large/005.png,broken_large,DEFECT,0.755189061164856,DEFECT,133.0,44.0,204.0,142.0
broken_large/006.png,broken_large,DEFECT,0.8966270685195923,DEFECT,13.0,6.0,188.0,165.0
broken_large/007.png,broken_large,DEFECT,0.7858676910400391,DEFECT,21.0,65.0,203.0,215.0
broken_large/008.png,broken_large,DEFECT,0.8512094020843506,DEFECT,35.0,67.0,210.0,218.0
broken_large/009.png,broken_large,DEFECT,0.773260772228241,DEFECT,81.0,27.0,202.0,158.0
broken_large/010.png,broken_large,DEFECT,0.8472900390625,DEFECT,16.0,26.0,135.0,200.0
broken_large/011.png,broken_large,DEFECT,0.7084702253341675,DEFECT,51.0,120.0,191.0,196.0
broken_large/012.png,broken_large,DEFECT,0.8498719930648804,DEFECT,101.0,31.0,205.0,166.0
broken_large/013.png,broken_large,DEFECT,0.8144077062606812,DEFECT,55.0,21.0,210.0,190.0
broken_large/014.png,broken_large,DEFECT,0.8338766098022461,DEFECT,34.0,113.0,113.0,191.0
broken_large/015.png,broken_large,DEFECT,0.8515623807907104,DEFECT,100.0,60.0,204.0,202.0
broken_large/016.png,broken_large,DEFECT,0.7974486351013184,DEFECT,45.0,34.0,211.0,201.0
broken_large/017.png,broken_large,DEFECT,0.8481937050819397,DEFECT,16.0,25.0,184.0,181.0
broken_large/018.png,broken_large,DEFECT,0.863386869430542,DEFECT,21.0,30.0,157.0,210.0
broken_large/019.png,broken_large,DEFECT,0.8185347318649292,DEFECT,84.0,35.0,211.0,207.0
broken_small/000.png,broken_small,DEFECT,0.6275253295898438,DEFECT,48.0,134.0,73.0,162.0
broken_small/001.png,broken_small,DEFECT,0.7959287762641907,DEFECT,35.0,54.0,80.0,114.0
broken_small/002.png,broken_small,DEFECT,0.8212292194366455,DEFECT,133.0,45.0,198.0,132.0
broken_small/003.png,broken_small,DEFECT,0.8033463358879089,DEFECT,42.0,120.0,187.0,200.0
broken_small/004.png,broken_small,DEFECT,0.8937132954597473,DEFECT,39.0,130.0,112.0,196.0
broken_small/005.png,broken_small,DEFECT,0.6774942874908447,DEFECT,53.0,149.0,99.0,192.0
broken_small/006.png,broken_small,DEFECT,0.8209128379821777,DEFECT,84.0,28.0,160.0,74.0
broken_small/007.png,broken_small,DEFECT,0.7287856340408325,DEFECT,161.0,79.0,201.0,140.0
broken_small/008.png,broken_small,DEFECT,0.7208929061889648,DEFECT,103.0,143.0,175.0,199.0
broken_small/009.png,broken_small,DEFECT,0.8104193806648254,DEFECT,52.0,152.0,121.0,198.0
broken_small/010.png,broken_small,DEFECT,0.873733639717102,DEFECT,110.0,34.0,196.0,131.0
broken_small/011.png,broken_small,DEFECT,0.7264554500579834,DEFECT,30.0,98.0,69.0,161.0
broken_small/012.png,broken_small,DEFECT,0.8275890350341797,DEFECT,45.0,134.0,185.0,202.0
broken_small/013.png,broken_small,DEFECT,0.7626404762268066,DEFECT,117.0,29.0,190.0,87.0
